,ID,Branch,Interview Date,Transaction Date,Comment Type,Comment,Follow-up,Satisfaction Rating
628,3868723,115,9/9/2014,9/8/2014,Compliment,"The personal service you get, and no matter what MY BANK you go to they always remember who you are. When they get new tellers they also know who you are soon. Also just the quality of service.",,8
629,4224575,352,2/2/2015,1/30/2015,Compliment,"The personnel have always treated me with kindness and respect, like a friend. I think when you are looking at service, that is the most important: how you are treated. I have received nothing but excellent service from MY BANK, and this is not the first branch that I have been with. There was LaPorte.",,8
630,4162311,313,1/7/2015,1/6/2015,Compliment,"The professionalism, the courtesy.",,9
631,4227386,351,2/3/2015,2/2/2015,Compliment,The quality and kindness of the people there. They take the time to answer my questions. They meet my expectations. They are open on Saturdays and Sundays. They have great hours. That's why I go in.,,8
632,4479296,322,5/14/2015,5/13/2015,Compliment,"The quality of service, the personalization of services and recommendations. Any time I've had a financial change, be it positive or negative, they've gone out of their way to make sure I've gotten the very best. I'm very happy. It's the quality. I think the rates are good. They offer the most options and products and yet stay personal with you. It's very friendly place to bank.",,9
633,4424260,312,4/22/2015,4/21/2015,Compliment,"The satisfaction we have gotten when we opened new accounts. There is no hassle, and they do not try to push us into things. It is very good service.",,10
634,3411031,115,4/28/2014,4/25/2014,Compliment,"The service is prompt. The appearance is very clean, and the people are nice.",,10
635,3509416,320,5/17/2014,5/15/2014,Compliment,"The service is quick, and you never have to wait.",,8
636,4055847,115,11/25/2014,11/20/2014,Compliment,The service was really fast and the lady was so kind and efficient. It was a really good experience. They are very helpful.,,10
637,4337225,320,3/23/2015,3/20/2015,Compliment,"The service, their accuracy, friendliness, and professionalism. I am happy with their services.",,8
638,3711466,318,7/9/2014,7/8/2014,Compliment,"The service. Recognition, excellent service. Friendliness. I've been at the big banks and I left one and took my business to MY BANK. I have three accounts there, I wouldn't go back to Wells Fargo if they paid me.",,10
639,3979590,318,10/27/2014,10/24/2014,Compliment,"The tellers are very friendly, helpful, and they know what they are doing.",,10
640,4413553,354,4/17/2015,4/16/2015,Compliment,"The tellers know me by name, and they are very prompt. When I deposit money, I will get a text about the deposit, withdrawals, and the balance. They are probably the best tellers around. It's great customer service.",,10
641,4893490,353,10/22/2015,10/21/2015,Compliment,The tellers know me personally. They take care of all my needs. I'm very satisfied.,,10
642,4681284,357,8/4/2015,8/3/2015,Compliment,"The treatment I get. They're very friendly. They talk to you and want to know if there is anything else they an do for you. I get the feeling that they care about me. Like when I go into a Walmart and sometimes they are nice and other times they just want to get you out of there. I think they are all pretty friendly here. It's close to my home. The service. It's quick and they are happy to help me. The people that work there are friendly. Friendliness, cleanliness, and the nice people that work there. It's just all good from the way I have been treated.",,10
643,3455502,401,5/6/2014,5/5/2014,Compliment,"The way the tellers handle everything. I have made calls and done things over the phone that they handle very well. They do everything I ask, and I am satisfied with the answers I get.",,10
644,3824661,322,8/20/2014,8/19/2014,Compliment,The way they treated me. I have been with other banks before and I like MY BANK the best.,,9
645,5028009,350,12/10/2015,12/9/2015,Compliment,Their customer service is great. Everyone is kind and friendly. Their work is accurate. No complaints.,,9
646,4341859,160,3/24/2015,3/23/2015,Compliment,"Their customer service is really good. They call if there's any problems with your account, and I like that.",,9
647,3999007,107,11/3/2014,10/31/2014,Compliment,Their customer service. Their level of professionalism and knowledge. Friendliness.,,9
648,4052603,311,11/20/2014,11/19/2014,Compliment,"Their level of professionalism, sincerity, and business knowledge.",,10
649,4150423,312,1/5/2015,12/26/2014,Compliment,"Their personal service, their inviting and open atmosphere of the new design, and lastly, Jen Willhouse, from private banking, is excellent. They make you feel important.",,9
650,3981703,115,10/29/2014,10/24/2014,Compliment,"Their promptness, courtesy, and efficiency. They remember my name when I come in. I have never had any problems or mistakes with them.",,9
651,4836108,401,10/5/2015,10/2/2015,Compliment,"Their service and friendliness. I have been with them 30 years. They get their work done and are reasonable to work with. It's the quality of their service. Whenever I have questions, they know what they are doing.",,10
652,4975376,107,11/17/2015,11/16/2015,Compliment,Their service is excellent. The customer service is good. They have overall good service.,,8
653,3353583,320,4/15/2014,4/14/2014,Compliment,Their service is second to none. They are really nice people.,,9
654,3364406,351,4/16/2014,4/15/2014,Compliment,"Their service. Their friendliness. I've never had any problems, and if I have any problems, they take care of it right away. Very pleased to do business with them.",,9
655,3980766,311,10/29/2014,10/24/2014,Compliment,"Their tellers, I know them, and that means a lot to me. They know me and I would never have any fear of somebody walking in there and trying to get into my account. The overall atmosphere, it's friendly, and it's not just business as usual.",,8
656,3973046,160,10/16/2014,10/15/2014,Compliment,There is a bank across the parking lot. I won't go there because of the way they treated me. They charged me $200 for handling fees when I had no money in my account. There is a Huntington Bank. There are lots of banks in Dowagiac. I tell everybody to go to MY BANK.,,9
657,4798141,312,9/23/2015,9/22/2015,Compliment,"There were two times this year when my bank card was hacked, and the tellers went out of their way to make it easy for me and helped me considerably. It's my bank.",,8
658,3709764,350,7/9/2014,7/8/2014,Compliment,"There's nothing that I've ever brought that they haven't helped me with to the fullest extent, compared to other banks. That's why I'm with them, they have great people down there.",,8
659,5016998,312,12/3/2015,12/2/2015,Compliment,They all know my name. They always address me by my name. It's like a personal friend.,,8
660,4223997,350,2/2/2015,1/30/2015,Compliment,"They always answer any questions I have. They are prompt, friendly, and polite. I have no complaints. They are always spot-on with me. I would recommend them to anyone I know, and I do.",,8
661,3944882,322,10/3/2014,10/2/2014,Compliment,They always do everything that satisfies my banking needs.,,10
662,3604853,320,6/6/2014,6/5/2014,Compliment,"They always friendly. Nice atmosphere, and they call you by name.",,10
663,3608733,115,6/9/2014,6/6/2014,Compliment,They always give good service. They always do what is expected.,,9
664,4449552,350,5/5/2015,5/4/2015,Compliment,"They always give me good satisfaction when I go in there. They're friendly, and they call you by your first name. They're always right there to help you with whatever you need, and they take care of my business correctly. They're very friendly and helpful. They're the best I've ever been with, and I'm 71.",,8
665,3782728,313,8/6/2014,8/5/2014,Compliment,They always go out of their way to make sure that my money is taken care of. They helped me learn how to balance a checkbook.,,9
666,4166573,350,1/9/2015,1/8/2015,Compliment,They always help me. I have macular degeneration and don't see well. I appreciate they help me through if I can't see. The personable attitude from tellers to customers. They know you by first name.,,10
667,4266207,353,2/18/2015,2/17/2015,Compliment,"They always know my name, every single person in there. They make me feel welcome, and give my kids suckers. I have never experienced the type of customer service that I received at MY BANK. Just the fact that they know me by name, and my kid's name. I'm not in there that often, but they know me. I feel like I can call at any time and ask questions. Sometimes they are silly, but they don't make me feel like they are. They are very genuine. I have moved all of my banking to MY BANK (personal, business, and kid's 529 account).",,9
668,4087212,401,12/3/2014,12/2/2014,Compliment,"They always recognize you and thank you. The sincerity of the tellers, the appearance of the bank.",,10
669,4711823,115,8/17/2015,8/13/2015,Compliment,They always remember my name. They know all of my kids. They're helpful with car loans. I really like the bank manager there.,,8
670,4326492,352,3/13/2015,3/12/2015,Compliment,"They always take care of my needs in a polite, courteous, and efficient manner.",,8
671,4805488,313,9/26/2015,9/24/2015,Compliment,They always take care of my needs; some of them are complex. They are always friendly.,,8
672,3751197,310,7/24/2014,7/24/2014,Compliment,"They always treated me as if I was a person when I went in there. They call me by name. They help you right away, even if there is a line. They tell you they'll be with you in just a minute. Real nice. It's a great bank. They try to help you with it, and suggest other things you may not of thought of. I really like that.",,10
673,4268980,318,2/19/2015,2/18/2015,Compliment,"They always welcome me, and they call me by name. They answer my questions, and they're there when I need them.",,8
674,4770412,115,9/10/2015,9/9/2015,Compliment,"They answer all of my questions, and they're very courteous. I don't have any issues at all. I don't have any issues at all. Very happy.",,9
675,3293891,161,4/3/2014,4/2/2014,Compliment,"They are a lot friendlier, and it's a small town. I would much rather go to the Nappanee branch.",,8
676,4429880,318,4/27/2015,4/24/2015,Compliment,"They are a very friendly group of people to work with. They give me answers, and they help me whenever they can.",,9
677,4954727,320,11/10/2015,11/9/2015,Compliment,"They are actually the only bank I've had. They are the friendliest bank. They are the most helpful. If they think a purchase is not made by me, they freeze it, and I call. If there is any problem, they are on it.",,9
678,4551635,318,6/16/2015,6/15/2015,Compliment,"They are all very nice, pleasant people every time I go in. I actually work for a doctor's office, and I know these surveys are important. I've never had any problems with them. Everybody is friendly. You can tell the people there really enjoy their jobs.",,8
679,4181436,311,1/14/2015,1/13/2015,Compliment,"They are always completely helpful to me, friendly, and genuine. Very professional.",,9
680,4016764,312,11/7/2014,11/6/2014,Compliment,"They are always extremely courteous, helpful, and pleasant. Really efficient. They know my name. I go in and they are right on their toes, they know what I want. I think they know my information better than I do. They have it set up when I come in. Never had any problems. They go out of their way to help. When my husband died they helped me through that, so I have no problems with them whatsoever.",,9
681,4433467,353,4/29/2015,4/24/2015,Compliment,They are always friendly and courteous. They complete the transaction in a timely manner.,,10
682,4407987,322,4/16/2015,4/15/2015,Compliment,"They are always friendly and kind. They know my name, and that's about it. I don't know the teller's name, but they are all nice.",,9
683,4306118,115,3/5/2015,3/4/2015,Compliment,"They are always friendly and prompt. They make me feel good whenever I go in there. They have always been nice, and I dealt with them when I was in Indiana too. A lot has to do with personality, and how they talk to me. That means a lot to me. How I am treated; that is really important.",,10
684,4211634,161,1/27/2015,1/26/2015,Compliment,"They are always friendly, prompt, and my questions are always answered. They call me by name. I have never had a bad experience.",,9
685,4980819,354,11/17/2015,11/16/2015,Compliment,"They are always neat, friendly, and nice. They always help me with whatever I need.",,8
686,4981850,351,11/18/2015,11/17/2015,Compliment,They are always open.,,8
687,3305540,350,4/7/2014,4/4/2014,Compliment,"They are always polite, nice, and willing to help you with anything you need.",,10
688,3967157,160,10/13/2014,10/10/2014,Compliment,"They are always professional. They are timely. They are concerned with seeing that I don't have any problems. They are courteous and professional. Whenever I might have a question, if I have a question, they take the time to answer it. They are quite efficient. If I do have a question, they answer it so I don't have any concerns, because they are always on top of it so I don't have to be concerned with it. It's dependable and trustworthy.",,9
689,4906440,357,10/28/2015,10/26/2015,Compliment,"They are always really personable. They talk to you really friendly, and I have had no problems. They have taken care of issues really quickly.",,8
690,4926283,311,11/3/2015,11/2/2015,Compliment,"They are always very courteous, always prompt, and I've never really had any problems with any of them. They have been really professional. We took a loan out, and it went through really well. They were very courteous. They called me right away. They are very professional. We don't have to wait very long. They act like they enjoy their jobs, so that's a big plus. I think I pretty much said everything.",,8
691,4325688,350,3/13/2015,3/12/2015,Compliment,"They are always very helpful and knowledgeable. If I have any question, they answer it completely. Also, they are close to our home. I just enjoy doing business there.",,10
692,4561065,320,6/22/2015,6/18/2015,Compliment,"They are awesome and very friendly. They call me by name, and they just help with anything I need. I guess I know them too well. The girls, and I think there is a gentleman; all of them have been very, very friendly and very helpful in a lot of different situations.",,9
693,3539149,115,5/28/2014,5/22/2014,Compliment,"They are close to my home. All three locations are within two and a half miles of my home. They help me when I have an issue or question. I have had no problems with them. Whenever I have had a question, they answer it quickly.",,8
694,3410648,107,4/29/2014,4/25/2014,Compliment,"They are close to where I reside. I go in, and the tellers are very personable and very professional. They greet you. I saw one of the personnel. I think she was in the backroom, and she made a point to say hello to me. She stopped what she was doing to say hello, and it made me feel at home. It made me feel good.",,10
695,4414912,355,4/20/2015,4/17/2015,Compliment,"They are excellent, and the service is excellent. The people are always helpful. They reach out to you. It's just a different feel when you walk in, as opposed to other banks. I've been to other branches, but when you walk in, you're greeted. That's something I haven't found at other banks. Also, the professionalism, courtesy, and helpfulness.",,10
696,4556569,356,6/18/2015,6/17/2015,Compliment,"They are exceptionally good. The gal who took care of me was quick and efficient. She was friendly and kind. She didn't have to look at the computer screen; she knew exactly what to do. I had a great experience doing this. They are real close to me, so they're very convenient. It is a new bank. I had to change banks, and they made it easy for me.",,9
697,4069186,354,11/25/2014,11/24/2014,Compliment,"They are fast, friendly, and get the job done. It usually takes two minutes  for a withdrawal. It makes me feel welcome to go in there.",,8
698,4337196,356,3/19/2015,3/18/2015,Compliment,They are friendly and brighten my mood. They are friendly and ask me how I am doing. They have always gone out of their way to help me out.,,8
699,3852043,312,9/2/2014,8/29/2014,Compliment,They are friendly and cordial. I go in there and they are nice. So far nothing shady has happened with my account.,,10
700,4604922,322,7/3/2015,7/1/2015,Compliment,They are friendly people to deal with. They know me on North Anthony and they usually call my name when I walk in the door. They are friendly and they do what I want. Their service is what I need.,,8
701,4301186,320,3/4/2015,3/3/2015,Compliment,"They are friendly, courteous, and they know my name every time I come in. The outside looks good; they are all nice and polite.",,10
702,4254723,320,2/12/2015,2/11/2015,Compliment,"They are friendly, helpful, recognize me right away and anything I need they take care.",,10
703,4574966,354,6/24/2015,6/22/2015,Compliment,"They are friendly, professional, and knowledgeable. They do a nice job and are easy to do business with.",,8
704,4351129,161,3/26/2015,3/25/2015,Compliment,"They are friendly, they make no mistakes, they know you by name, always speak to you, and always have a smile on their face. They are convenient. I like the accuracy. They are neat and clean. It's a much better bank than others.",,8
705,4397016,311,4/13/2015,4/10/2015,Compliment,"They are friendly. I use them for banking, and I also use it on the internet. If I need to fax something, they fax it for me. They go above and beyond. They address me by my first name when I go in. They could use a public bathroom. I have been with this bank the longest. I would switch banks in a heartbeat, if I didn't like it. I have three other banks. I am not hit by fees. In the past, I might have gone over, but I was not hit with fees. At other banks, it's $30.00.",,9
706,4785354,312,9/17/2015,9/15/2015,Compliment,"They are great. They treat me well. They get things done, and they answer all my questions. The staff is extremely helpful. I just love them to pieces.",,8
707,4300791,320,3/4/2015,3/3/2015,Compliment,They are just really good. Every branch that I have gone through has been very helpful. They have never done anything wrong.,,10
708,4322839,313,3/12/2015,3/11/2015,Compliment,"They are just really nice when I come in. If I've had a problem or a question, they've taken care of it. Like, somebody charged on my card, and they were very helpful in finding out how to take care of it. They are just really nice.",,9
709,3305773,322,4/7/2014,4/4/2014,Compliment,"They are just so friendly when you come inside. They act like they are your friends. They are really friendly. That means a lot. They talk to you. Because they always ask about my daughter and my wife. We share a joke here and there. Easygoing people. Also for the opportunities they have for credit loans. Their interest rates are really fair. Last week, I refinanced a home with them. What they have to offer is excellent.",,9
710,4009217,107,11/5/2014,11/4/2014,Compliment,"They are just very friendly and I never seem to have any problems with them. They are just very welcoming, especially that branch.",,9
711,4260226,160,2/17/2015,2/13/2015,Compliment,"They are nice people, and they have nice manners. They answer all of your questions.",,9
712,4260305,351,2/16/2015,2/13/2015,Compliment,"They are open very late and very early. The tellers know you by name, and they treat you like family. They are very professional, and they also give free coffee.",,9
713,3455662,401,5/6/2014,5/5/2014,Compliment,"They are prompt. If both girls are busy, one of the girls at the window will come out and help me. I have had Jesus help me. Jesus has helped me with wills, and he is always there to give me good advice. He is a real asset to that bank.",,10
714,4625949,107,7/14/2015,7/9/2015,Compliment,"They are prompt. It's close to my office. I use it for my mom's personal account, and for my business. She is in a home for Alzheimer's. I would say 100% for all of it, personal and business. Their service is outstanding.",,8
715,4191453,357,1/20/2015,1/15/2015,Compliment,"They are prompt. They make time for us. I've never had any troubles. The customer service has always been great, and they go out of their way to make sure we feel at home.",,8
716,3907312,160,9/23/2014,9/22/2014,Compliment,They are respectful and not racist. They greet me nice and are always smiling. They have great service. There are no problems.,,9
717,3938762,352,10/1/2014,9/30/2014,Compliment,"They are so pleasant, nice, and helpful. They know what they're doing.",,10
718,4075555,353,12/1/2014,11/26/2014,Compliment,"They are super friendly, they call me by name, and it is just a joy to go in there.",,8
719,4626512,310,7/13/2015,7/9/2015,Compliment,"They are the absolute best, because of the things you asked me about, and the reasons I gave. They are always on the ball. They are dressed professionally, and they call me by name. They always have excellent service. They're speedy and nice. They always help me out.",,10
720,4727790,160,8/31/2015,8/24/2015,Compliment,"They are the best bank I've had. I've been with them for so many years, that I don't need to bank anywhere else. They treat you right there.",,10
721,5045324,350,12/28/2015,12/16/2015,Compliment,They are the best.,,8
722,4491347,313,5/21/2015,5/20/2015,Compliment,"They are the best. Service, personal care, friendly.",,10
723,4050907,311,11/19/2014,11/18/2014,Compliment,They are the only bank willing to give me an account. Just that they are the only ones willing to give me an account. That's it.,,10
724,3583143,318,6/3/2014,6/2/2014,Compliment,"They are very attentive. They are knowledgeable and provide excellent service. They are  always available when I need them, except for holidays. They greet me, and they are always friendly. And it is not just the tellers, but others in the office. They are respectful to my needs. Their quality meet my needs, and there are no errors.",,9
725,4925867,351,11/3/2015,11/2/2015,Compliment,"They are very efficient, friendly, and clean. There is nothing derogatory that I can think of, no matter which branch I go into. They are very helpful.",,9
726,4150542,318,1/5/2015,1/2/2015,Compliment,"They are very efficient. I get in and out. They recognize you, speak to you, and ask about your day. I really like going there.",,10
727,4199142,356,1/21/2015,1/20/2015,Compliment,"They are very friendly and know me by name. They remember details from the last visit which I don't expect, they are very knowledgeable, prompt, and kind.",,9
728,4604916,401,7/2/2015,7/1/2015,Compliment,They are very friendly and personable. I like the hours. I like that it's a small locally owned bank and not a big bank. I just like them. I've tried Chase and Frontier. They are just my favorite.,,9
729,4307378,350,3/6/2015,3/5/2015,Compliment,"They are very friendly. I can get in and out. They know me by name, and they create a very calming environment. They are all very nice.",,10
730,3365253,352,4/16/2014,4/15/2014,Compliment,"They are very friendly. They address my needs. I can call and ask any questions, and if someone doesn't answer, they call back about ten minutes later and are willing to answer all my questions.",,9
731,3530219,350,5/21/2014,5/20/2014,Compliment,"They are very friendly. They always help me out. It is always clean. When I apply for a loan, they help me from beginning to end. I would tell anyone to go to MY BANK.",,10
732,3597834,320,6/5/2014,6/4/2014,Compliment,They are very good at greeting customers and handling their problems. They're very friendly.,,9
733,4013490,318,11/6/2014,11/5/2014,Compliment,They are very good at it.,,8
734,4298868,353,3/2/2015,2/27/2015,Compliment,They are very helpful. It seems that they go out of their way to help you. Just their overall service to the customers.,,10
735,3276177,312,4/2/2014,3/31/2014,Compliment,They are very helpful. They helped with my husband's death. They have been very helpful.,,9
736,4053347,160,11/20/2014,11/19/2014,Compliment,They are very helpful. They're very friendly.,,9
737,4251682,350,2/11/2015,2/10/2015,Compliment,"They are very kind and courteous. They always give me excellent service. They always treat me as a friend, and call me by name.",,9
738,4408282,312,4/16/2015,4/15/2015,Compliment,"They are very kind and knowledgeable. They treat me like an individual, especially Tera. I was there before they were MY BANK. My husband passed away, and I stayed. I just like them. They are very nice.",,9
739,5043979,320,12/22/2015,12/16/2015,Compliment,They are very knowledgeable. They called me by my first name. Very nice.,,9
740,4573793,357,6/24/2015,6/22/2015,Compliment,"They are very nice and clean. I like it. They, I get really confused when it comes to numbers, and the banker understood it and explained in a courteous way. It was very well kept, nothing out of place, they welcomed you right away and it is a family environment. Homey.",,10
741,4427133,115,4/23/2015,4/22/2015,Compliment,They are very patient with me and my accounts and my craziness that happens when I do these transactions. Nice - the tellers are very patient to work with. Really great bank.,,8
742,4038615,311,11/17/2014,11/14/2014,Compliment,"They are very personable, and know me by name, so I feel valued. They know the answers to my questions. They provide services I need, especially when I can't get those services from other banks.",,10
743,4801801,350,9/24/2015,9/23/2015,Compliment,They are very personable. They remember your name and greet you with a smile. They ask if they can help me with anything else. Convenient location: they are at the edge of town right by my home. I don't have to go into town. That is why I opened my account with MY BANK.,,9
744,4419190,320,4/21/2015,4/20/2015,Compliment,"They are very personal, and they know me by name. They always know what I am in there for, and what to help me with. They even know me when I call. They are always happy. They always take care of any issues or concerns instantly.",,8
745,4729838,115,8/29/2015,8/24/2015,Compliment,They are very polite and helpful.,,10
746,4103985,310,12/10/2014,12/9/2014,Compliment,"They are very polite, they treat you with respect, they always have a smile when greeting you. I wouldn't go to any other bank. They have a personality to them. They greet you; not grumpy, or grouchy, and as soon as you walk in, they ask how you are doing. Like I said, I wouldn't go to any other bank.",,9
747,3824957,353,8/20/2014,8/19/2014,Compliment,They are very prompt with service. If you have a question with your account they are right there to answer your questions.,,8
748,4995146,357,11/24/2015,11/20/2015,Compliment,"They are very smart, friendly, and clean. They dress really properly. They got me a better car loan. They got me a better interest rate. I refinanced my loan from another bank with them. I was very satisfied with that MY BANK. They saved me money. It helped out me and my family in the long run.",,9
749,5060531,354,12/28/2015,12/21/2015,Compliment,They are working with me. The services better. I think I wish I would have checked them out a couple of years ago.,,10
750,4729594,313,8/28/2015,8/24/2015,Compliment,"They been the best and most gracious. It's just a good bank, we wouldn't be with if it wasn't. I really haven't done much with others. I don't know how anybody could be any better.",,10
751,4494015,320,5/23/2015,5/21/2015,Compliment,They call me by my name before they look at my stuff. I've never had a problem with them. I'd never been with a bank that I didn't have issues with before. They are friendly. They are always chipper and happy!,,10
752,4995012,352,11/23/2015,11/20/2015,Compliment,"They come out and greet you. They are personable, and they offer you a drink. They talk to you. It's a nice atmosphere, and I like that. They greet you at the door. It's great. They talk to you. They explain to you. This last time I had a problem with my checking account, she showed me the problem and fixed it right away. She fixed it instantly. It was really nice. We also took out a loan, and the process was simple. It was nice. Other places it's a hassle and stuff, and they are not as personable there. They offered drinks and called us by name. It was very nice.",,10
753,3715478,354,7/10/2014,7/9/2014,Compliment,They deal with you personally and they know you by name. There is coffee there. There is a place for you to get on your iPad. They will call if I don't have enough money.,,8
754,4063235,354,11/26/2014,11/21/2014,Compliment,They did everything I asked and were friendly and polite. We had no issues and no complaints whatsoever.,,10
755,4507234,352,5/28/2015,5/26/2015,Compliment,"They do a good job. They answer all of my questions. They ask me about what I need. They take care of me really well. They are good people, and they treat you like a person.",,10
756,4331881,356,3/17/2015,3/16/2015,Compliment,"They do a great job, all of the girls. They all do a great job. Mainly, because of the treatment I get when I'm in there.",,10
757,4267472,322,2/19/2015,2/18/2015,Compliment,"They do a great job, and they know who I am right off the bat. It is perfect.",,10
758,4435054,354,4/30/2015,4/24/2015,Compliment,"They do a very good job. They are nice and professional. They are brief, and to the point, to respect my time. It's really a combination of personal and prompt service.",,8
759,4988974,161,11/20/2015,11/19/2015,Compliment,"They do everything I ask them to do, no matter what it is.",,10
760,4347586,107,3/25/2015,3/24/2015,Compliment,"They explain things thoroughly. They understand you as a customer and they make the customer feel comfortable in asking a question. They don't make you feel like it's a silly question. The teller[COMMA the loan officer[COMMA they don't make you feel silly for asking a question. They're polite[COMMA very nice[COMMA and they make you feel welcome. They call you by name like they know you well enough to speak to you and they say ""What can I help you with?"" no matter who you are. It's comfortable and convenient. They made it easy for you to get what you need and it couldn't be possible for some banks.",,8
761,4494232,350,5/26/2015,5/21/2015,Compliment,"They get to know you personally, and they are always there when you need them. They always try to help you. They are very friendly.",,10
762,4529750,352,6/8/2015,6/5/2015,Compliment,"They give good customer service. I had to do an international transaction, and they walked me through it. They actually called me when they realized it was trying to go through. They called to make sure that I was doing the transaction. They know me and my husband by name.",,9
763,4215475,356,1/28/2015,1/26/2015,Compliment,They give us good service and we have not had any problems. We have banked there for a long time and have been satisfied.,,9
764,4470678,311,5/12/2015,5/11/2015,Compliment,"They give you personal service. Everything is confidential. They are very friendly. It's convenient to my home, and they have good hours.",,8
765,4972076,320,11/16/2015,11/13/2015,Compliment,They go above and beyond to help me. No problems at all.,,10
766,3960235,320,10/8/2014,10/7/2014,Compliment,"They go out of their way to do everything possible for your baking needs. They do anything in their power to get a loan if you need one, and with other banks you go through the ringer. These guys get you a loan, no hassles.",,8
767,4227192,313,2/3/2015,2/2/2015,Compliment,They go way beyond. They really help you when you go in there.,,10
768,3591291,320,6/4/2014,6/3/2014,Compliment,"They greet me by my name, and they listen to you. Excellent customer service.",,9
769,3721255,353,7/14/2014,7/11/2014,Compliment,"They have a very human quality about them. I had to cash in CDs for a relative. She had CDs in three different banks, and MY BANK was the only one that didn't charge for a medical reason to cash them in. Everyone speaks to me when I go in, not just the teller. It is just a nice place to go.",,10
770,4045721,322,11/18/2014,11/17/2014,Compliment,"They have addressed every need we've ever had. They're extremely professional, they're very pleasant to do business with, and I just feel very comfortable that all of our accounts are with them. I feel like I have a professional banking relationship with the employees.",,8
771,4325816,356,3/14/2015,3/12/2015,Compliment,"They have always been able to take care of my needs, and all questions have been answered. They are very clear. If I have a question about something, they always give me the best way to do the process, and give me the advice I need.",,8
772,4226941,310,2/3/2015,2/2/2015,Compliment,"They have always been accurate, and I have never had any problems at all. We had a credit card that was misused somewhere in the country, and they notified us right away, and took care of it. We have never had any problems. They have always treated all customers with courtesy, and have given excellent service. They are prompt, and are willing to help out immediately. I work three blocks from the bank, so that is convenient for me. They have excellent service, and are friendly.",,9
773,4850877,350,10/7/2015,10/6/2015,Compliment,"They have always been considerate, friendly, and very professional. Convenience from my home. They are very nice every time I go there.",,9
774,4947341,320,11/9/2015,11/6/2015,Compliment,They have always been courteous and helped me with problems with accurate time.,,10
775,4405881,401,4/15/2015,4/14/2015,Compliment,"They have always been very caring and personable. They treat you with respect. They help you with whatever you need. My husband was stricken with some type of virus, and he just came home three weeks ago from the hospital. He had always taken care of all the finances. They have been helpful to me with the transactions. They have asked me how he is doing. They are just like family.",,8
776,3812647,350,8/18/2014,8/15/2014,Compliment,"They have always been very fair to me. I needed a check traced and they did it, reissued me another one. Every month or every other month I go in there and they are very friendly. They smile and call me by name. It makes me feel like I am at home. A different bank I went to wouldn't change a $50 bill because I didn't have an account there. MY BANK helped me get a loan and that helped me.",,8
777,4843611,350,10/6/2015,10/5/2015,Compliment,They have always been very kind to me and help me with any problem I have. They are really friendly.,,8
778,3794487,107,8/12/2014,8/8/2014,Compliment,They have always given me good service. They cooperate in every way.,,8
779,4572551,401,6/24/2015,6/22/2015,Compliment,"They have always handled my needs, very professional, and are very accommodating.",,8
780,3677985,115,6/25/2014,6/20/2014,Compliment,"They have always paid attention to me, they are very helpful, I never have to wait, and they are hassle free. They are even nice to me when I don't go to the bank. They are very nice to me.",,8
781,4524937,350,6/4/2015,6/3/2015,Compliment,"They have always treated me extremely well. They know me by name. The girls in there are extremely helpful. I've had other bank accounts in other banks, and I've never had customer service like the way they do it.",,10
782,4054447,161,11/26/2014,11/20/2014,Compliment,They have always treated me fair and always know. Everybody in there has always been kind and knows me by name. That means a lot. I never had any problems whatsoever.,,10
783,4374991,115,4/6/2015,4/1/2015,Compliment,"They have always treated me with respect and know me by name which a lot of banks don't. I haven't had any bad experiences with all of the tellers who are really nice. It's convenient. I like the hours. At Stevensville it's until 7:00 p.m. and Saturdays and Sundays until 3:00 p.m. Not many banks are open seven days, which means a lot.",,8
784,4905166,357,10/28/2015,10/26/2015,Compliment,They have been very attentive to all my needs and issues that come up. The service was much better than my previous credit union. The ease of use of online website and ability to use financial tools.,,9
785,4305200,312,3/5/2015,3/4/2015,Compliment,"They have been very attentive to my needs and my company's needs. They helped me to grow. I have had several banks in 30 years of business, and I have never had the kind of support that I have with them.",,10
786,3719636,350,7/14/2014,7/11/2014,Compliment,"They have been very good with my loan, and very good with what I have done there.",,8
787,5043844,354,12/28/2015,12/16/2015,Compliment,"They have been very kind to me, courteous, friendly, and I go in there every day. The employees are the best.",,9
788,4009415,350,11/5/2014,11/4/2014,Compliment,"They have better hours than any other bank I have been to. I do construction, so I work late, and the bank is open until 7:00 P.M. Very friendly staff. They have always been nice every time I went there. They see my name and they call me by my first name, not just ""Mr."" or ""Sir.""",,9
789,5037915,322,12/15/2015,12/14/2015,Compliment,They have great personal attention.,,10
790,4520702,161,6/2/2015,6/1/2015,Compliment,"They have nice people who work there. They are extremely friendly. They are willing to help answer any questions that I have, or any that other people may have.",,8
791,4429930,312,4/27/2015,4/24/2015,Compliment,"They have taken care of my business for years. If there is a problem, they answer me, or they solve it immediately. When I lost my husband, they were supportive, and they instructed me on what I needed to do.",,9
792,4726303,161,8/31/2015,8/24/2015,Compliment,They have very accommodating hours and everyone is friendly and helpful. They call me by name and they always smile. In my dealings with other banks I haven't had this type of service.,,8
793,3868622,352,9/8/2014,9/5/2014,Compliment,They have very good customer service.,,8
794,4971635,160,11/16/2015,11/13/2015,Compliment,They have very nice people that can answer your questions. I've been helped in many ways.,,8
795,4519856,353,6/1/2015,5/29/2015,Compliment,"They help me out a bunch. The girls are really nice, and they know my needs. They're very courteous, and they help me out.",,8
796,4188623,160,1/20/2015,1/15/2015,Compliment,They just always take care of my needs. Always friendly.,,9
