id,text
626,The people the way they treat you and the services
627,The people I'm familiar with a lot of the different people in a lot of the different branches They are friendly helpful and accommodating We have other businesses We've taken loans The rates are always competitive The people at the bank have been honest and accommodating Local they know you by name That's worth a lot
628,The people; the tellers are personal They call me by name They say hi to my daughter They are good people I like Kim and Carrie They are nice in the drive-thru and in the front
629,The personal service you get and no matter what MY BANK you go to they always remember who you are When they get new tellers they also know who you are soon Also just the quality of service
630,The personnel have always treated me with kindness and respect like a friend I think when you are looking at service that is the most important: how you are treated I have received nothing but excellent service from MY BANK and this is not the first branch that I have been with There was LaPorte
631,The professionalism the courtesy
632,The quality and kindness of the people there They take the time to answer my questions They meet my expectations They are open on Saturdays and Sundays They have great hours That's why I go in
633,The quality of service the personalization of services and recommendations Any time I've had a financial change be it positive or negative they've gone out of their way to make sure I've gotten the very best I'm very happy It's the quality I think the rates are good They offer the most options and products and yet stay personal with you It's very friendly place to bank
634,The satisfaction we have gotten when we opened new accounts There is no hassle and they do not try to push us into things It is very good service
635,The service is prompt The appearance is very clean and the people are nice
636,The service is quick and you never have to wait
637,The service was really fast and the lady was so kind and efficient It was a really good experience They are very helpful
638,The service their accuracy friendliness and professionalism I am happy with their services
639,The service Recognition excellent service Friendliness I've been at the big banks and I left one and took my business to MY BANK I have three accounts there I wouldn't go back to Wells Fargo if they paid me
640,The tellers are very friendly helpful and they know what they are doing
641,The tellers know me by name and they are very prompt When I deposit money I will get a text about the deposit withdrawals and the balance They are probably the best tellers around It's great customer service
642,The tellers know me personally They take care of all my needs I'm very satisfied
643,The treatment I get They're very friendly They talk to you and want to know if there is anything else they an do for you I get the feeling that they care about me Like when I go into a Walmart and sometimes they are nice and other times they just want to get you out of there I think they are all pretty friendly here It's close to my home The service It's quick and they are happy to help me The people that work there are friendly Friendliness cleanliness and the nice people that work there It's just all good from the way I have been treated
644,The way the tellers handle everything I have made calls and done things over the phone that they handle very well They do everything I ask and I am satisfied with the answers I get
645,The way they treated me I have been with other banks before and I like MY BANK the best
646,Their customer service is great Everyone is kind and friendly Their work is accurate No complaints
647,Their customer service is really good They call if there's any problems with your account and I like that
648,Their customer service Their level of professionalism and knowledge Friendliness
649,Their level of professionalism sincerity and business knowledge
650,Their personal service their inviting and open atmosphere of the new design and lastly Jen Willhouse from private banking is excellent They make you feel important
651,Their promptness courtesy and efficiency They remember my name when I come in I have never had any problems or mistakes with them
652,Their service and friendliness I have been with them 30 years They get their work done and are reasonable to work with It's the quality of their service Whenever I have questions they know what they are doing
653,Their service is excellent The customer service is good They have overall good service
654,Their service is second to none They are really nice people
655,Their service Their friendliness I've never had any problems and if I have any problems they take care of it right away Very pleased to do business with them
656,Their tellers I know them and that means a lot to me They know me and I would never have any fear of somebody walking in there and trying to get into my account The overall atmosphere it's friendly and it's not just business as usual
657,There is a bank across the parking lot I won't go there because of the way they treated me They charged me $200 for handling fees when I had no money in my account There is a Huntington Bank There are lots of banks in Dowagiac I tell everybody to go to MY BANK
658,There were two times this year when my bank card was hacked and the tellers went out of their way to make it easy for me and helped me considerably It's my bank
659,There's nothing that I've ever brought that they haven't helped me with to the fullest extent compared to other banks That's why I'm with them they have great people down there
660,They all know my name They always address me by my name It's like a personal friend
661,They always answer any questions I have They are prompt friendly and polite I have no complaints They are always spot-on with me I would recommend them to anyone I know and I do
662,They always do everything that satisfies my banking needs
663,They always friendly Nice atmosphere and they call you by name
664,They always give good service They always do what is expected
665,They always give me good satisfaction when I go in there They're friendly and they call you by your first name They're always right there to help you with whatever you need and they take care of my business correctly They're very friendly and helpful They're the best I've ever been with and I'm 71
666,They always go out of their way to make sure that my money is taken care of They helped me learn how to balance a checkbook
667,They always help me I have macular degeneration and don't see well I appreciate they help me through if I can't see The personable attitude from tellers to customers They know you by first name
668,They always know my name every single person in there They make me feel welcome and give my kids suckers I have never experienced the type of customer service that I received at MY BANK Just the fact that they know me by name and my kid's name I'm not in there that often but they know me I feel like I can call at any time and ask questions Sometimes they are silly but they don't make me feel like they are They are very genuine I have moved all of my banking to MY BANK (personal business and kid's 529 account)
669,They always recognize you and thank you The sincerity of the tellers the appearance of the bank
670,They always remember my name They know all of my kids They're helpful with car loans I really like the bank manager there
671,They always take care of my needs in a polite courteous and efficient manner
672,They always take care of my needs; some of them are complex They are always friendly
673,They always treated me as if I was a person when I went in there They call me by name They help you right away even if there is a line They tell you they'll be with you in just a minute Real nice It's a great bank They try to help you with it and suggest other things you may not of thought of I really like that
674,They always welcome me and they call me by name They answer my questions and they're there when I need them
675,They answer all of my questions and they're very courteous I don't have any issues at all I don't have any issues at all Very happy
676,They are a lot friendlier and it's a small town I would much rather go to the Nappanee branch
677,They are a very friendly group of people to work with They give me answers and they help me whenever they can
678,They are actually the only bank I've had They are the friendliest bank They are the most helpful If they think a purchase is not made by me they freeze it and I call If there is any problem they are on it
679,They are all very nice pleasant people every time I go in I actually work for a doctor's office and I know these surveys are important I've never had any problems with them Everybody is friendly You can tell the people there really enjoy their jobs
680,They are always completely helpful to me friendly and genuine Very professional
681,They are always extremely courteous helpful and pleasant Really efficient They know my name I go in and they are right on their toes they know what I want I think they know my information better than I do They have it set up when I come in Never had any problems They go out of their way to help When my husband died they helped me through that so I have no problems with them whatsoever
682,They are always friendly and courteous They complete the transaction in a timely manner
683,They are always friendly and kind They know my name and that's about it I don't know the teller's name but they are all nice
684,They are always friendly and prompt They make me feel good whenever I go in there They have always been nice and I dealt with them when I was in Indiana too A lot has to do with personality and how they talk to me That means a lot to me How I am treated; that is really important
685,They are always friendly prompt and my questions are always answered They call me by name I have never had a bad experience
686,They are always neat friendly and nice They always help me with whatever I need
687,They are always open
688,They are always polite nice and willing to help you with anything you need
689,They are always professional They are timely They are concerned with seeing that I don't have any problems They are courteous and professional Whenever I might have a question if I have a question they take the time to answer it They are quite efficient If I do have a question they answer it so I don't have any concerns because they are always on top of it so I don't have to be concerned with it It's dependable and trustworthy
690,They are always really personable They talk to you really friendly and I have had no problems They have taken care of issues really quickly
691,They are always very courteous always prompt and I've never really had any problems with any of them They have been really professional We took a loan out and it went through really well They were very courteous They called me right away They are very professional We don't have to wait very long They act like they enjoy their jobs so that's a big plus I think I pretty much said everything
692,They are always very helpful and knowledgeable If I have any question they answer it completely Also they are close to our home I just enjoy doing business there
693,They are awesome and very friendly They call me by name and they just help with anything I need I guess I know them too well The girls and I think there is a gentleman; all of them have been very very friendly and very helpful in a lot of different situations
694,They are close to my home All three locations are within two and a half miles of my home They help me when I have an issue or question I have had no problems with them Whenever I have had a question they answer it quickly
695,They are close to where I reside I go in and the tellers are very personable and very professional They greet you I saw one of the personnel I think she was in the backroom and she made a point to say hello to me She stopped what she was doing to say hello and it made me feel at home It made me feel good
696,They are excellent and the service is excellent The people are always helpful They reach out to you It's just a different feel when you walk in as opposed to other banks I've been to other branches but when you walk in you're greeted That's something I haven't found at other banks Also the professionalism courtesy and helpfulness
697,They are exceptionally good The gal who took care of me was quick and efficient She was friendly and kind She didn't have to look at the computer screen; she knew exactly what to do I had a great experience doing this They are real close to me so they're very convenient It is a new bank I had to change banks and they made it easy for me
698,They are fast friendly and get the job done It usually takes two minutes  for a withdrawal It makes me feel welcome to go in there
699,They are friendly and brighten my mood They are friendly and ask me how I am doing They have always gone out of their way to help me out
700,They are friendly and cordial I go in there and they are nice So far nothing shady has happened with my account
701,They are friendly people to deal with They know me on North Anthony and they usually call my name when I walk in the door They are friendly and they do what I want Their service is what I need
702,They are friendly courteous and they know my name every time I come in The outside looks good; they are all nice and polite
703,They are friendly helpful recognize me right away and anything I need they take care
704,They are friendly professional and knowledgeable They do a nice job and are easy to do business with
705,They are friendly they make no mistakes they know you by name always speak to you and always have a smile on their face They are convenient I like the accuracy They are neat and clean It's a much better bank than others
706,They are friendly I use them for banking and I also use it on the internet If I need to fax something they fax it for me They go above and beyond They address me by my first name when I go in They could use a public bathroom I have been with this bank the longest I would switch banks in a heartbeat if I didn't like it I have three other banks I am not hit by fees In the past I might have gone over but I was not hit with fees At other banks it's $3000
707,They are great They treat me well They get things done and they answer all my questions The staff is extremely helpful I just love them to pieces
708,They are just really good Every branch that I have gone through has been very helpful They have never done anything wrong
709,They are just really nice when I come in If I've had a problem or a question they've taken care of it Like somebody charged on my card and they were very helpful in finding out how to take care of it They are just really nice
710,They are just so friendly when you come inside They act like they are your friends They are really friendly That means a lot They talk to you Because they always ask about my daughter and my wife We share a joke here and there Easygoing people Also for the opportunities they have for credit loans Their interest rates are really fair Last week I refinanced a home with them What they have to offer is excellent
711,They are just very friendly and I never seem to have any problems with them They are just very welcoming especially that branch
712,They are nice people and they have nice manners They answer all of your questions
713,They are open very late and very early The tellers know you by name and they treat you like family They are very professional and they also give free coffee
714,They are prompt If both girls are busy one of the girls at the window will come out and help me I have had Jesus help me Jesus has helped me with wills and he is always there to give me good advice He is a real asset to that bank
715,They are prompt It's close to my office I use it for my mom's personal account and for my business She is in a home for Alzheimer's I would say 100% for all of it personal and business Their service is outstanding
716,They are prompt They make time for us I've never had any troubles The customer service has always been great and they go out of their way to make sure we feel at home
717,They are respectful and not racist They greet me nice and are always smiling They have great service There are no problems
718,They are so pleasant nice and helpful They know what they're doing
719,They are super friendly they call me by name and it is just a joy to go in there
720,They are the absolute best because of the things you asked me about and the reasons I gave They are always on the ball They are dressed professionally and they call me by name They always have excellent service They're speedy and nice They always help me out
721,They are the best bank I've had I've been with them for so many years that I don't need to bank anywhere else They treat you right there
722,They are the best
723,They are the best Service personal care friendly
724,They are the only bank willing to give me an account Just that they are the only ones willing to give me an account That's it
725,They are very attentive They are knowledgeable and provide excellent service They are  always available when I need them except for holidays They greet me and they are always friendly And it is not just the tellers but others in the office They are respectful to my needs Their quality meet my needs and there are no errors
726,They are very efficient friendly and clean There is nothing derogatory that I can think of no matter which branch I go into They are very helpful
727,They are very efficient I get in and out They recognize you speak to you and ask about your day I really like going there
728,They are very friendly and know me by name They remember details from the last visit which I don't expect they are very knowledgeable prompt and kind
729,They are very friendly and personable I like the hours I like that it's a small locally owned bank and not a big bank I just like them I've tried Chase and Frontier They are just my favorite
730,They are very friendly I can get in and out They know me by name and they create a very calming environment They are all very nice
731,They are very friendly They address my needs I can call and ask any questions and if someone doesn't answer they call back about ten minutes later and are willing to answer all my questions
732,They are very friendly They always help me out It is always clean When I apply for a loan they help me from beginning to end I would tell anyone to go to MY BANK
733,They are very good at greeting customers and handling their problems They're very friendly
734,They are very good at it
735,They are very helpful It seems that they go out of their way to help you Just their overall service to the customers
736,They are very helpful They helped with my husband's death They have been very helpful
737,They are very helpful They're very friendly
738,They are very kind and courteous They always give me excellent service They always treat me as a friend and call me by name
739,They are very kind and knowledgeable They treat me like an individual especially Tera I was there before they were MY BANK My husband passed away and I stayed I just like them They are very nice
740,They are very knowledgeable They called me by my first name Very nice
741,They are very nice and clean I like it They I get really confused when it comes to numbers and the banker understood it and explained in a courteous way It was very well kept nothing out of place they welcomed you right away and it is a family environment Homey
742,They are very patient with me and my accounts and my craziness that happens when I do these transactions Nice - the tellers are very patient to work with Really great bank
743,They are very personable and know me by name so I feel valued They know the answers to my questions They provide services I need especially when I can't get those services from other banks
744,They are very personable They remember your name and greet you with a smile They ask if they can help me with anything else Convenient location: they are at the edge of town right by my home I don't have to go into town That is why I opened my account with MY BANK
745,They are very personal and they know me by name They always know what I am in there for and what to help me with They even know me when I call They are always happy They always take care of any issues or concerns instantly
746,They are very polite and helpful
747,They are very polite they treat you with respect they always have a smile when greeting you I wouldn't go to any other bank They have a personality to them They greet you; not grumpy or grouchy and as soon as you walk in they ask how you are doing Like I said I wouldn't go to any other bank
748,They are very prompt with service If you have a question with your account they are right there to answer your questions
749,They are very smart friendly and clean They dress really properly They got me a better car loan They got me a better interest rate I refinanced my loan from another bank with them I was very satisfied with that MY BANK They saved me money It helped out me and my family in the long run
750,They are working with me The services better I think I wish I would have checked them out a couple of years ago
751,They been the best and most gracious It's just a good bank we wouldn't be with if it wasn't I really haven't done much with others I don't know how anybody could be any better
752,They call me by my name before they look at my stuff I've never had a problem with them I'd never been with a bank that I didn't have issues with before They are friendly They are always chipper and happy!
753,They come out and greet you They are personable and they offer you a drink They talk to you It's a nice atmosphere and I like that They greet you at the door It's great They talk to you They explain to you This last time I had a problem with my checking account she showed me the problem and fixed it right away She fixed it instantly It was really nice We also took out a loan and the process was simple It was nice Other places it's a hassle and stuff and they are not as personable there They offered drinks and called us by name It was very nice
754,They deal with you personally and they know you by name There is coffee there There is a place for you to get on your iPad They will call if I don't have enough money
755,They did everything I asked and were friendly and polite We had no issues and no complaints whatsoever
756,They do a good job They answer all of my questions They ask me about what I need They take care of me really well They are good people and they treat you like a person
757,They do a great job all of the girls They all do a great job Mainly because of the treatment I get when I'm in there
758,They do a great job and they know who I am right off the bat It is perfect
759,They do a very good job They are nice and professional They are brief and to the point to respect my time It's really a combination of personal and prompt service
760,They do everything I ask them to do no matter what it is
761,"They explain things thoroughly They understand you as a customer and they make the customer feel comfortable in asking a question They don't make you feel like it's a silly question The teller[COMMA the loan officer[COMMA they don't make you feel silly for asking a question They're polite[COMMA very nice[COMMA and they make you feel welcome They call you by name like they know you well enough to speak to you and they say ""What can I help you with?"" no matter who you are It's comfortable and convenient They made it easy for you to get what you need and it couldn't be possible for some banks"
762,They get to know you personally and they are always there when you need them They always try to help you They are very friendly
763,They give good customer service I had to do an international transaction and they walked me through it They actually called me when they realized it was trying to go through They called to make sure that I was doing the transaction They know me and my husband by name
764,They give us good service and we have not had any problems We have banked there for a long time and have been satisfied
765,They give you personal service Everything is confidential They are very friendly It's convenient to my home and they have good hours
766,They go above and beyond to help me No problems at all
767,They go out of their way to do everything possible for your baking needs They do anything in their power to get a loan if you need one and with other banks you go through the ringer These guys get you a loan no hassles
768,They go way beyond They really help you when you go in there
769,They greet me by my name and they listen to you Excellent customer service
770,They have a very human quality about them I had to cash in CDs for a relative She had CDs in three different banks and MY BANK was the only one that didn't charge for a medical reason to cash them in Everyone speaks to me when I go in not just the teller It is just a nice place to go
771,They have addressed every need we've ever had They're extremely professional they're very pleasant to do business with and I just feel very comfortable that all of our accounts are with them I feel like I have a professional banking relationship with the employees
772,They have always been able to take care of my needs and all questions have been answered They are very clear If I have a question about something they always give me the best way to do the process and give me the advice I need
773,They have always been accurate and I have never had any problems at all We had a credit card that was misused somewhere in the country and they notified us right away and took care of it We have never had any problems They have always treated all customers with courtesy and have given excellent service They are prompt and are willing to help out immediately I work three blocks from the bank so that is convenient for me They have excellent service and are friendly
774,They have always been considerate friendly and very professional Convenience from my home They are very nice every time I go there
775,They have always been courteous and helped me with problems with accurate time
776,They have always been very caring and personable They treat you with respect They help you with whatever you need My husband was stricken with some type of virus and he just came home three weeks ago from the hospital He had always taken care of all the finances They have been helpful to me with the transactions They have asked me how he is doing They are just like family
777,They have always been very fair to me I needed a check traced and they did it reissued me another one Every month or every other month I go in there and they are very friendly They smile and call me by name It makes me feel like I am at home A different bank I went to wouldn't change a $50 bill because I didn't have an account there MY BANK helped me get a loan and that helped me
778,They have always been very kind to me and help me with any problem I have They are really friendly
779,They have always given me good service They cooperate in every way
780,They have always handled my needs very professional and are very accommodating
781,They have always paid attention to me they are very helpful I never have to wait and they are hassle free They are even nice to me when I don't go to the bank They are very nice to me
782,They have always treated me extremely well They know me by name The girls in there are extremely helpful I've had other bank accounts in other banks and I've never had customer service like the way they do it
783,They have always treated me fair and always know Everybody in there has always been kind and knows me by name That means a lot I never had any problems whatsoever
784,They have always treated me with respect and know me by name which a lot of banks don't I haven't had any bad experiences with all of the tellers who are really nice It's convenient I like the hours At Stevensville it's until 7:00 pm and Saturdays and Sundays until 3:00 pm Not many banks are open seven days which means a lot
785,They have been very attentive to all my needs and issues that come up The service was much better than my previous credit union The ease of use of online website and ability to use financial tools
786,They have been very attentive to my needs and my company's needs They helped me to grow I have had several banks in 30 years of business and I have never had the kind of support that I have with them
787,They have been very good with my loan and very good with what I have done there
788,They have been very kind to me courteous friendly and I go in there every day The employees are the best
789,"They have better hours than any other bank I have been to I do construction so I work late and the bank is open until 7:00 PM Very friendly staff They have always been nice every time I went there They see my name and they call me by my first name not just ""Mr"" or ""Sir"""
790,They have great personal attention
791,They have nice people who work there They are extremely friendly They are willing to help answer any questions that I have or any that other people may have
792,They have taken care of my business for years If there is a problem they answer me or they solve it immediately When I lost my husband they were supportive and they instructed me on what I needed to do
793,They have very accommodating hours and everyone is friendly and helpful They call me by name and they always smile In my dealings with other banks I haven't had this type of service
794,They have very good customer service
795,They have very nice people that can answer your questions I've been helped in many ways
796,They help me out a bunch The girls are really nice and they know my needs They're very courteous and they help me out
797,They just always take care of my needs Always friendly
798,They just do a great job I never had an issue with them The friendly staff and their knowledge
799,They just do their job It surprises me they always know my name with all the other customers they have I have a back and leg problem and the last couple of times they gave me a chair to sit down
800,They know me by name I'm always in and out I've had loans through them before My check always goes through Online banking is always easy They're helpful
801,They know me by name They care about me as a person and care about my family They treat me with great respect Very professional very knowledgeable and great to deal with
802,They know me when I walk in If I have any questions they answer them right away They just have the friendliest tellers ever They are just super The branch manager Carrie is fabulous If I need anything or have questions they can help me right away They are so friendly to work with The office is open on Saturdays and it's nice to go in on a Saturday morning if I need to
803,They know me I feel like they are there to help me with any issues I inherited a great deal of money from my father who also banked there They made the process much easier during a time I was grieving They transferred funds It was easier than it had been with another bank I had dealt with in a similar fashion and will never bank at that one again When I walk in one of the managers always walks up and greets me I feel like I am wanted whether with a large or small amount of money
804,They know me I have been there for a couple years They are good to me
805,They know me They are always helpful In general they check up on me if something weird happens with my account In general they have my interests in their thoughts if I'm not right in front of them as well as when I'm in front of them I think that about covers it
806,They know who I am by name Never had any issues and don't have to wait in line
807,They know who I am They ask me about how I am doing and they call me by name They are very customer-savvy It's a high-class bank They treat you with respect They are interested in their customers and they make your day more positive
808,They know you by name They ask you what you need as soon as you walk in the door and before you leave they ask if you need anything else They are very polite Their manners are great their intelligence is good and they are very friendly
809,They make you feel like your hometown Make you feel good when you go in make you feel good when you go out and it's a good atmosphere It's easy doing business very simple
810,They meet all of my banking needs They're enthusiastic They ask if they can do anything else for me They make me feel very at home The cookies and coffee
811,They recognize you when you come through the door They ask you what you want I'm satisfied with them They are a good bank Everyone there is pleasant and they dress nicely It is a friendly atmosphere
812,They seem like they have nice services Nice and clean and I feel welcome
813,They strive to provide good service and they are convenient
814,They take care of me and they answer any questions I have They follow up They treat you like you are somebody
815,They take the time to listen to their clients They give us peace of mind with security issues Overall they are the top in satisfaction over all of the banks in town
816,They take the time to understand our needs and they address us by name They're friendly kind courteous and helpful They offer the best service We get excellent rates They're always prompt and helpful If I could use them for everything I would
817,They talk to you really nicely when you go in there I don’t go into any more than that one
818,They took care of me when I moved to this area They were very helpful
819,They treat me like family If I have a concern they are always there to take care of it When I had my emergency surgery they were going to give me a loan for that but I didn't need it I told her that I had a medical bill to pay She said to talk to Rob for a loan but I didn't need it It's not fake concern they care They treat you just like family You have a really good group of people working for you
820,They treat me like I'm part of the family When I was sick and had my hip replaced I called down there because I questioned something and they verified it for me I needed some cash and they brought it down to me They're very courteous and treat everybody very nice
821,They treat me nice I know everybody there
822,They treat you like a person They get to know who you are The girl there has been so kind and considerate They're very helpful
823,They treat you like family and know you on a first name basis They know who I am Just that they treat you like family and are very personable
824,They treated me very well so far There is nothing to complain about The service for my whole family is perfect They treat me like family
825,They understand my needs as a customer and do their best to fulfill those needs I feel sincerity from the team members there I feel like it's a small town bank not a big bank where I'm not a number What they had to offer is not the same as the other banks How they treat me as a customer makes the difference to me
826,They were friendly and a pleasure to do business there Customer service they listened to us
827,They were like really good They gave me what I needed and I was really satisfied with the service they provided me I'm looking forward to opening up another account with you I'd like to mention the manager Bonnie She was really good
828,They’re all really nice
829,They’re kind All the problems I’ve had while I was ill If I couldn’t make it in there or was sick I was calling and they were helping me with what I needed to know They know me They greet me by name when I walk in the door They are nice people
830,They're all nice
831,They're all so friendly and they make you feel welcome when you get there They've always been able to help us with whatever we needed All the girls I've had wait on me seem very nice
832,They're always friendly and they are nice I have never had any problems with anything All questions have been answered that I've had They are definitely the best
833,They're always friendly courteous and make you feel very welcome
834,They're always friendly They call me by name They're very prompt They're just always really friendly I like that Everything about them is great I wouldn't go anywhere else They're courteous helpful and prompt
835,They're always helpful I don't have to worry about waiting in line and having [omitted] service
836,They're always on it and friendly and helpful and personable not just automated I've never had any issues If I call I always have my question answered or figured out They talk to me in a personal way they use my name they ask how my kids are and they know me I've been going there a really long time so it makes me feel like they know me
837,They're always professional well dressed courteous and greet me by name They ask me how my family is and sincere in asking It's just a positive experience every time I go there Banks don't do that Everything like I said their overall appearance their customer service and their timeliness They don't waste my time they get me in and out
838,They're always prompt They're always friendly They're not grumpy No matter what time of day it is they always have a smile on their face and they're very comfortable Very personal
839,They're always there friendly and know who I am They're fast and I've never had a problem with things not working And if something was wrong they will contact me immediately
840,They're awesome there I travel a lot If I have any problems at all I can count on them to help me They are friendly and I consider them like family
841,They're awesome Not everywhere you go do they treat their customers excellent I recommend you guys to everybody They know their customers As soon as you walk in they know you You're not ignored
842,They're courteous Dependability We have been very happy with them
843,They're everything you've described They're friendly and professional They greet you by name They know my kids They are always giving my kids suckers I haven't had a single problem with them I haven't had any banking issues or anything like that I've had that in the past with other banks It's nice
844,They're friendly and not judgmental Our whole family is a part of it so pretty much know us by our first name
845,They're friendly accommodating and they know my name It's like a small town business instead of Bank of America I've had savings accounts CDs and loans everything's always been good no problems If I need to transfer money or check a balance or go in and talk I usually talk with Carey at the grocery store You could use a drive-thru at the Nile other than that everything's good The people and the service
846,They're friendly knowledgeable and professional That's all I need
847,They're friendly They answer your questions They help you and they're friendly If you've got any questions they answer it They help you in every way
848,They're just always good to me They treat me like they're my friends They're always so willing to help and very friendly They're smiling and always friendly I don't know
849,They're just great people They're friendly and helpful I deal with a lot of banks and they are the best
850,They're just great never had a wait in line I haven't lost anything and it was easy to set up The way the store is set up is I guess you could say attractive There is always a smile on every teller's face and they are happy to see new people too
851,They're just really nice I like how you can go up to the teller They are very helpful and sincere They are very nice I have dealt with other banks and I like MY BANK the best They are very personable
852,They're just so friendly helpful and knowledgeable I've been going there for a number of years and they've always been really nice
853,They're just wonderful people they care about you and they care about your banking and they're all over wonderful people and I love them! I've always had good banking with them and I've never had a problem and I've always been happy with them and I banked with them when I was with OTHER BANK and I was like oh dear I hope I get a better answer
854,They're like family They're just comfortable people They're very sweet and very kind They're very good at watching my account and they will call me immediately if something doesn't look right They call me immediately
855,They're number one open when I need them to be and are nice
856,They're personal They're always helpful to me It's the only bank I have I can't really speak I have no reason to leave the bank based on customer service and my experience there They're very helpful and they're always able to answer my questions for me
857,They're real close to my home and they're very very polite I had a couple problems in the past month and they worked with me completely 100% They worked them out Many reasons The politeness of the people and the knowledge and know-how when I have a little problem Like I say they're close to my house and I'm just very very happy with their service
858,They're service is outstanding Normally they know you by name It's always clean and orderly and they're friendly The convenience of their hours is fabulous Being open on Sunday has been a life saver more than once
859,They're the most friendly I've ever seen We always talk and joke They keep track of everything that goes in and out and they're pretty good The other banks I had never did that They make me feel like they're part of my family They're good happy people
860,They're the only bank in town that I know that they know your name when you walk in and that's a lot of names
861,They're very attentive to my needs Very professional I like their online banking and all the services
862,They're very convenient here in town location-wise in the Martin's store close to my house The online capability being able to transfer money The website has never gone down on me If I have a question I call the downtown branch and there is always someone there to answer my questions
863,They're very courteous and prompt Kept in contact with me and I didn't run into any problems with them
864,They're very courteous and very well dressed The bank always look good I have visited other MY BANKs
865,They're very friendly no matter what branch you go in The portage central one in particular they know me by name As soon as I come in they always greet me Even though they changed staff a few times they're always polite and nice I have two accounts there I just think they're the best bank in the area Even when I moved out of state I still used MY BANK here
866,They're very friendly and they've helped me Julia helped me a lot and when my husband passed away they helped me get everything in order It's come in very handy for me I'm a retired teller myself so I know what the banks do I enjoy going there The minute you enter they say hello and ask how they can help me They have cookies and they say they hope I enjoyed the little treat while I was in there
867,They're very friendly make sure you get what you need and do things right
868,They're very friendly They always call me by my first name They seem very sincere when they're helping me
869,They're very personable They greet you by your name I've been to all of them in Fort Wayne and I've never had a problem To me they are the best bank in the state of Indiana
870,They're very prompt They've always been friendly even if I've had trouble explaining what I need They are good at what they do I haven't had any problems I think they are good so far
871,They're very prompt You know they have open hours They're very helpful
872,They've always addressed me by name They're always friendly
873,They've always been able to help me when I've gone in and I've had to call sometimes with questions They've always answered my questions and we have a private banker who is great They're very convenient I love having the bank right at the grocery store
874,They've always been very helpful when we go in there It's a better bank than what we used to be at Everyone's friendly They go out of their way to help you
875,They've always exceeded my needs It's convenient to my home
876,They've always met my needs and then some They have excellent customer service and I've always been pleased with them I have my home mortgage with them my daughter's first account and I had no problems setting up those things I don't have anymore to add
